SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;327410762;327410762;327410762;7566.39;;;;;;;;24:00:00;24:00:00;N15006;OSETH;Def;1;1407;14;line14 (2025)-new.xlsx;1407_2
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;327410762;327410762;327410762;7566.39;;;;;;;;24:35:00;24:35:00;N1337;OSETH;Def;2;1407;14;line14 (2025)-new.xlsx;1407_2
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;628253017;628253017;628253017;7566.39;;;;;;;;05:00:00;05:00:00;N15006;OSETH;Def;1;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;628253017;628253017;628253017;7566.39;;;;;;;;05:28:00;05:28:00;N1337;OSETH;Def;2;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;435004057;435004057;435004057;7566.39;;;;;;;;05:25:00;05:25:00;N15006;OSETH;Def;1;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;435004057;435004057;435004057;7566.39;;;;;;;;05:53:00;05:53:00;N1337;OSETH;Def;2;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;167038965;167038965;167038965;9130.72;;;;;;;;05:30:00;05:30:00;N1337;OSETH;Def;1;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;167038965;167038965;167038965;9130.72;;;;;;;;06:00:00;06:00:00;N15006;OSETH;Def;2;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;310413928;310413928;310413928;7566.39;;;;;;;;05:45:00;05:45:00;N15006;OSETH;Def;1;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΚΥΡΙΑΚΗ-ΑΡΓΙΕΣ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;310413928;310413928;310413928;7566.39;;;;;;;;06:13:00;06:13:00;N1337;OSETH;Def;2;1403;14;line14 (2025)-new.xlsx;1403_1
