SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;672512120;672512120;672512120;7566.39;;;;;;;;24:00:00;24:00:00;N15006;OSETH;Def;1;1407;14;line14 (2025)-new.xlsx;1407_2
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;672512120;672512120;672512120;7566.39;;;;;;;;24:35:00;24:35:00;N1337;OSETH;Def;2;1407;14;line14 (2025)-new.xlsx;1407_2
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;789028272;789028272;789028272;7566.39;;;;;;;;05:00:00;05:00:00;N15006;OSETH;Def;1;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;789028272;789028272;789028272;7566.39;;;;;;;;05:28:00;05:28:00;N1337;OSETH;Def;2;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;635861170;635861170;635861170;7566.39;;;;;;;;05:25:00;05:25:00;N15006;OSETH;Def;1;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;635861170;635861170;635861170;7566.39;;;;;;;;05:53:00;05:53:00;N1337;OSETH;Def;2;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;435953807;435953807;435953807;9130.72;;;;;;;;05:30:00;05:30:00;N1337;OSETH;Def;1;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;435953807;435953807;435953807;9130.72;;;;;;;;06:00:00;06:00:00;N15006;OSETH;Def;2;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;404002513;404002513;404002513;7566.39;;;;;;;;05:45:00;05:45:00;N15006;OSETH;Def;1;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;404002513;404002513;404002513;7566.39;;;;;;;;06:13:00;06:13:00;N1337;OSETH;Def;2;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;512061188;512061188;512061188;9130.72;;;;;;;;05:54:00;05:54:00;N1337;OSETH;Def;1;1402;14Α;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;512061188;512061188;512061188;9130.72;;;;;;;;06:25:00;06:25:00;N15006;OSETH;Def;2;1402;14Α;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;692249025;692249025;692249025;7566.39;;;;;;;;06:00:00;06:00:00;N15006;OSETH;Def;1;1404;14;line14 (2025)-new.xlsx;1404_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;692249025;692249025;692249025;7566.39;;;;;;;;06:28:00;06:28:00;N1337;OSETH;Def;2;1404;14;line14 (2025)-new.xlsx;1404_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;682901517;682901517;682901517;7566.39;;;;;;;;06:15:00;06:15:00;N15006;OSETH;Def;1;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;682901517;682901517;682901517;7566.39;;;;;;;;06:43:00;06:43:00;N1337;OSETH;Def;2;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;204974460;204974460;204974460;9130.72;;;;;;;;06:15:00;06:15:00;N1337;OSETH;Def;1;1403;14Α;line14 (2025)-new.xlsx;1403_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;204974460;204974460;204974460;9130.72;;;;;;;;06:47:00;06:47:00;N15006;OSETH;Def;2;1403;14Α;line14 (2025)-new.xlsx;1403_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;263987812;263987812;263987812;7566.39;;;;;;;;06:30:00;06:30:00;N15006;OSETH;Def;1;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;263987812;263987812;263987812;7566.39;;;;;;;;06:58:00;06:58:00;N1337;OSETH;Def;2;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;470683587;470683587;470683587;9130.72;;;;;;;;06:30:00;06:30:00;N1337;OSETH;Def;1;1404;14Α;line14 (2025)-new.xlsx;1404_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;470683587;470683587;470683587;9130.72;;;;;;;;07:03:00;07:03:00;N15006;OSETH;Def;2;1404;14Α;line14 (2025)-new.xlsx;1404_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;910651183;910651183;910651183;7566.39;;;;;;;;06:45:00;06:45:00;N15006;OSETH;Def;1;1405;14;line14 (2025)-new.xlsx;1405_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;910651183;910651183;910651183;7566.39;;;;;;;;07:14:00;07:14:00;N1337;OSETH;Def;2;1405;14;line14 (2025)-new.xlsx;1405_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;108569103;108569103;108569103;9130.72;;;;;;;;06:46:00;06:46:00;N1337;OSETH;Def;1;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΣΑΒΒΑΤΟ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;108569103;108569103;108569103;9130.72;;;;;;;;07:19:00;07:19:00;N15006;OSETH;Def;2;1401;14Α;line14 (2025)-new.xlsx;1401_1
