SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;395445513;395445513;395445513;7566.39;;;;;;;;24:00:00;24:00:00;N15006;OSETH;Def;1;1408;14;line14 (2025)-new.xlsx;1408_2
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;395445513;395445513;395445513;7566.39;;;;;;;;24:33:00;24:33:00;N1337;OSETH;Def;2;1408;14;line14 (2025)-new.xlsx;1408_2
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;823597001;823597001;823597001;7566.39;;;;;;;;05:00:00;05:00:00;N15006;OSETH;Def;1;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;823597001;823597001;823597001;7566.39;;;;;;;;05:28:00;05:28:00;N1337;OSETH;Def;2;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;564943272;564943272;564943272;7566.39;;;;;;;;05:20:00;05:20:00;N15006;OSETH;Def;1;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;564943272;564943272;564943272;7566.39;;;;;;;;05:49:00;05:49:00;N1337;OSETH;Def;2;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;254467582;254467582;254467582;9130.72;;;;;;;;05:30:00;05:30:00;N1337;OSETH;Def;1;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;254467582;254467582;254467582;9130.72;;;;;;;;06:05:00;06:05:00;N15006;OSETH;Def;2;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;583595241;583595241;583595241;7566.39;;;;;;;;05:40:00;05:40:00;N15006;OSETH;Def;1;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;583595241;583595241;583595241;7566.39;;;;;;;;06:10:00;06:10:00;N1337;OSETH;Def;2;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;341424929;341424929;341424929;9130.72;;;;;;;;05:51:00;05:51:00;N1337;OSETH;Def;1;1402;14Α;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;341424929;341424929;341424929;9130.72;;;;;;;;06:26:00;06:26:00;N15006;OSETH;Def;2;1402;14Α;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;924151809;924151809;924151809;7566.39;;;;;;;;06:00:00;06:00:00;N15006;OSETH;Def;1;1404;14;line14 (2025)-new.xlsx;1404_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;924151809;924151809;924151809;7566.39;;;;;;;;06:31:00;06:31:00;N1337;OSETH;Def;2;1404;14;line14 (2025)-new.xlsx;1404_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;992343519;992343519;992343519;9130.72;;;;;;;;06:12:00;06:12:00;N1337;OSETH;Def;1;1403;14Α;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;992343519;992343519;992343519;9130.72;;;;;;;;06:47:00;06:47:00;N15006;OSETH;Def;2;1403;14Α;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;500974915;500974915;500974915;7566.39;;;;;;;;06:20:00;06:20:00;N15006;OSETH;Def;1;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;500974915;500974915;500974915;7566.39;;;;;;;;06:52:00;06:52:00;N1337;OSETH;Def;2;1401;14;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;355239451;355239451;355239451;9130.72;;;;;;;;06:33:00;06:33:00;N1337;OSETH;Def;1;1404;14Α;line14 (2025)-new.xlsx;1404_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;355239451;355239451;355239451;9130.72;;;;;;;;07:08:00;07:08:00;N15006;OSETH;Def;2;1404;14Α;line14 (2025)-new.xlsx;1404_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;833544196;833544196;833544196;7566.39;;;;;;;;06:36:00;06:36:00;N15006;OSETH;Def;1;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;833544196;833544196;833544196;7566.39;;;;;;;;07:09:00;07:09:00;N1337;OSETH;Def;2;1402;14;line14 (2025)-new.xlsx;1402_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;496452320;496452320;496452320;7566.39;;;;;;;;06:52:00;06:52:00;N15006;OSETH;Def;1;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;496452320;496452320;496452320;7566.39;;;;;;;;07:26:00;07:26:00;N1337;OSETH;Def;2;1403;14;line14 (2025)-new.xlsx;1403_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;607599345;607599345;607599345;9130.72;;;;;;;;06:55:00;06:55:00;N1337;OSETH;Def;1;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;607599345;607599345;607599345;9130.72;;;;;;;;07:30:00;07:30:00;N15006;OSETH;Def;2;1401;14Α;line14 (2025)-new.xlsx;1401_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;168387381;168387381;168387381;7566.39;;;;;;;;07:06:00;07:06:00;N15006;OSETH;Def;1;1405;14;line14 (2025)-new.xlsx;1405_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14;OASTH;Def;178;0;168387381;168387381;168387381;7566.39;;;;;;;;07:41:00;07:41:00;N1337;OSETH;Def;2;1405;14;line14 (2025)-new.xlsx;1405_1
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;14A;OASTH;Def;1727;1;472612960;472612960;472612960;9130.72;;;;;;;;07:11:00;07:11:00;N1337;OSETH;Def;1;1402;14Α;line14 (2025)-new.xlsx;1402_1
