VERSION;PROJECT_NAME;PROJUNIT_NAME;DUTY_COMPANYCODE;DUTY_ID;PIECETYPE_NAME;REFERREDVB_COMPANYCODE;PRETIMESEC;POSTTIMESEC;STARTNODE_COMPANYCODE;STARTNODE_BASIN;STARTNODE_COMPANY;ENDNODE_COMPANYCODE;ENDNODE_BASIN;ENDNODE_COMPANY;START_TIME;END_TIME
VERSION_U;H_Depot;Day Type 1;8701_1;940189128;VB_Piece;8701;;;N15077;OSETH;Def;N15077;OSETH;Def;05:00:00;12:45:00
VERSION_U;H_Depot;Day Type 1;8701_2;358251444;VB_Piece;8701;;;N15077;OSETH;Def;N15077;OSETH;Def;15:30:00;23:50:00
VERSION_U;H_Depot;Day Type 1;8702_1;358972873;VB_Piece;8702;;;N15077;OSETH;Def;N15077;OSETH;Def;05:20:00;15:40:00
VERSION_U;H_Depot;Day Type 1;8702_2;425549908;VB_Piece;8702;;;N15077;OSETH;Def;N15077;OSETH;Def;16:30:00;23:35:00
VERSION_U;H_Depot;Day Type 1;8703_1;860306663;VB_Piece;8703;;;N15077;OSETH;Def;N15077;OSETH;Def;05:35:00;13:20:00
VERSION_U;H_Depot;Day Type 1;8703_2;106149107;VB_Piece;8703;;;N15077;OSETH;Def;N15077;OSETH;Def;14:00:00;22:40:00
VERSION_U;H_Depot;Day Type 1;8704_1;728354890;VB_Piece;8704;;;N15077;OSETH;Def;N15077;OSETH;Def;05:10:00;13:35:00
VERSION_U;H_Depot;Day Type 1;8704_2;828361358;VB_Piece;8704;;;N15077;OSETH;Def;N15077;OSETH;Def;13:40:00;22:10:00
VERSION_U;H_Depot;Day Type 1;8801_1;985823669;VB_Piece;8801;;;N34166;OSETH;Def;N15077;OSETH;Def;05:27:00;13:35:00
VERSION_U;H_Depot;Day Type 1;8801_2;755565106;VB_Piece;8801;;;N15077;OSETH;Def;N34166;OSETH;Def;15:35:00;24:30:00
VERSION_U;H_Depot;Day Type 1;8802_1;856538573;VB_Piece;8802;;;N15077;OSETH;Def;N15077;OSETH;Def;05:10:00;13:35:00
VERSION_U;H_Depot;Day Type 1;8802_2;158936341;VB_Piece;8802;;;N15077;OSETH;Def;N15077;OSETH;Def;14:10:00;23:00:00
VERSION_U;H_Depot;Day Type 1;8803_1;283831137;VB_Piece;8803;;;N15077;OSETH;Def;N15077;OSETH;Def;05:45:00;16:05:00
VERSION_U;H_Depot;Day Type 1;8803_2;202428501;VB_Piece;8803;;;N15077;OSETH;Def;N15077;OSETH;Def;16:15:00;23:35:00
